Name,Overall,Potential,Value,Wage,AbilityScore,CostScore,Cluster
 U. Uçar,68,68,625000.0,10000.0,68.0,317500.0,3
 A. Totovytskyi,69,72,1300000.0,9000.0,70.5,654500.0,3
 S. O'Keefe,66,67,700000.0,4000.0,66.5,352000.0,3
 M. Benítez,74,81,4800000.0,20000.0,77.5,2410000.0,1
 Z. Clough,70,81,2300000.0,15000.0,75.5,1157500.0,1
 Leo Vimieiro,67,67,575000.0,15000.0,67.0,295000.0,3
 K. Ellis,67,69,725000.0,5000.0,68.0,365000.0,3
 Y. Al Shehri,69,70,1200000.0,20000.0,69.5,610000.0,3
 J. Ryerson,64,72,450000.0,1000.0,68.0,225500.0,3
 Aleix Febas,68,82,1900000.0,50000.0,75.0,975000.0,1
 Kahraba,74,81,4700000.0,30000.0,77.5,2365000.0,1
 Fran Beltrán,69,79,1100000.0,4000.0,74.0,552000.0,1
 M. Amini,66,71,825000.0,4000.0,68.5,414500.0,3
 E. Hestad,66,73,875000.0,3000.0,69.5,439000.0,3
 Alberto Benito,70,75,1500000.0,5000.0,72.5,752500.0,3
 E. Knudtzon,69,69,1100000.0,5000.0,69.0,552500.0,3
 V. Găman,73,74,2700000.0,30000.0,73.5,1365000.0,1
 A. Gyurcsó,71,72,1900000.0,7000.0,71.5,953500.0,3
 M. Garrido,67,67,650000.0,7000.0,67.0,328500.0,3
 M. Leckie,71,72,1900000.0,20000.0,71.5,960000.0,3
 T. Bishop,68,80,1400000.0,10000.0,74.0,705000.0,1
 M. Santos,72,78,3000000.0,15000.0,75.0,1507500.0,1
 D. Hollands,63,63,300000.0,4000.0,63.0,152000.0,0
 G. Gianniotas,70,75,0.0,0.0,72.5,0.0,3
 C. Rizzuto,66,70,675000.0,3000.0,68.0,339000.0,3
 N. Rommens,65,71,725000.0,3000.0,68.0,364000.0,3
 S. Sharahili,69,72,1000000.0,20000.0,70.5,510000.0,3
 J. Osorio,68,72,1100000.0,5000.0,70.0,552500.0,3
 M. Tissot,63,66,0.0,0.0,64.5,0.0,0
 D. Alar,70,71,1600000.0,15000.0,70.5,807500.0,3
 L. Spendlhofer,69,73,1100000.0,10000.0,71.0,555000.0,3
 Raphael Doninho,66,66,625000.0,6000.0,66.0,315500.0,3
 F. Píriz,69,71,1000000.0,20000.0,70.0,510000.0,3
 D. Cotterill,71,71,1600000.0,30000.0,71.0,815000.0,3
 Choi Jong Hoan,65,65,400000.0,2000.0,65.0,201000.0,3
 R. Gucher,71,74,2000000.0,3000.0,72.5,1001500.0,3
 M. Coco,74,85,5500000.0,20000.0,79.5,2760000.0,1
 R. Teibert,66,69,675000.0,3000.0,67.5,339000.0,3
 K. Miller,71,71,220000.0,30000.0,71.0,125000.0,3
 W. Montoya,72,78,2900000.0,10000.0,75.0,1455000.0,1
 M. Grella,67,67,675000.0,6000.0,67.0,340500.0,3
 N. Law,67,67,700000.0,9000.0,67.0,354500.0,3
 A. Pirlo,79,79,700000.0,10000.0,79.0,355000.0,1
 F. Colela,63,73,525000.0,3000.0,68.0,264000.0,3
 M. Kirkeskov,69,72,1100000.0,3000.0,70.5,551500.0,3
 S. Rieks,71,71,1500000.0,6000.0,71.0,753000.0,3
 Saberto Botelho,70,70,1100000.0,1000.0,70.0,550500.0,3
 D. Yılmaz,70,70,1400000.0,15000.0,70.0,707500.0,3
 C. Ünder,74,83,4300000.0,10000.0,78.5,2155000.0,1
 R. De Laet,73,73,2300000.0,40000.0,73.0,1170000.0,1
 R. Cardozo,70,70,0.0,0.0,70.0,0.0,3
 K. Ehizibue,66,73,875000.0,4000.0,69.5,439500.0,3
 P. Seguin,70,80,1900000.0,30000.0,75.0,965000.0,1
 Canales,79,82,12500000.0,40000.0,80.5,6270000.0,1
 D. Hylton,66,66,650000.0,7000.0,66.0,328500.0,3
 A. Camargo,72,72,1700000.0,5000.0,72.0,852500.0,3
 Weslley,64,67,575000.0,2000.0,65.5,288500.0,3
 I. McShane,64,68,550000.0,3000.0,66.0,276500.0,3
 J. Velázquez,65,65,250000.0,5000.0,65.0,127500.0,3
 Torric,65,68,650000.0,6000.0,66.5,328000.0,3
 Hugo Vieira,70,70,1400000.0,9000.0,70.0,704500.0,3
 K. Berkhamov,63,63,325000.0,6000.0,63.0,165500.0,0
 J. Reeves,65,72,725000.0,2000.0,68.5,363500.0,3
 J. Coppinger,65,65,180000.0,4000.0,65.0,92000.0,3
 L. Broxham,64,64,325000.0,3000.0,64.0,164000.0,0
 L. Puyo,64,64,450000.0,6000.0,64.0,228000.0,0
 Narcisso Mau,66,66,475000.0,5000.0,66.0,240000.0,3
 J. Remacle,70,70,1200000.0,10000.0,70.0,605000.0,3
 Kiko,66,71,700000.0,2000.0,68.5,351000.0,3
 A. Dyer,65,66,600000.0,2000.0,65.5,301000.0,3
 A. Chumacero,65,67,0.0,0.0,66.0,0.0,3
 K. Hoggas,68,73,1200000.0,4000.0,70.5,602000.0,3
 J. Payne,63,68,450000.0,3000.0,65.5,226500.0,3
 Djaniny,72,75,2700000.0,15000.0,73.5,1357500.0,1
 W. Kaptoum,68,76,1100000.0,40000.0,72.0,570000.0,3
 E. Triverio,74,74,3500000.0,20000.0,74.0,1760000.0,1
 L. Siligardi,73,73,2900000.0,7000.0,73.0,1453500.0,1
 D. Rose,64,64,425000.0,7000.0,64.0,216000.0,0
 S. Zdjelar,69,78,1400000.0,6000.0,73.5,703000.0,1
 Dênildo Stein,73,73,2900000.0,30000.0,73.0,1465000.0,1
 C. Muñoz,71,71,1700000.0,10000.0,71.0,855000.0,3
 J. Meffert,70,76,1600000.0,10000.0,73.0,805000.0,3
 P. Testroet,68,71,1100000.0,10000.0,69.5,555000.0,3
 Ricky Guerreda,70,70,1200000.0,500.0,70.0,600250.0,3
 Leandrinho,69,77,1500000.0,6000.0,73.0,753000.0,3
 N. Burns,65,65,525000.0,5000.0,65.0,265000.0,3
 Bernardo,71,79,2100000.0,20000.0,75.0,1060000.0,1
 A. Lienhart,65,65,475000.0,6000.0,65.0,240500.0,3
 T. Breukers,68,68,650000.0,6000.0,68.0,328000.0,3
 B. İrtegün,72,72,1200000.0,10000.0,72.0,605000.0,3
 Jallyson Neto,66,66,550000.0,500.0,66.0,275250.0,3
 A. Longhi,69,69,825000.0,3000.0,69.0,414000.0,3
 M. Jevtovic,68,72,1100000.0,5000.0,70.0,552500.0,3
 Ronaldo,65,65,550000.0,2000.0,65.0,276000.0,3
 A. MacDonald,65,65,550000.0,5000.0,65.0,277500.0,3
 J. Morris,71,80,2600000.0,6000.0,75.5,1303000.0,1
 D. Johnson,65,65,425000.0,2000.0,65.0,213500.0,3
 S. Serdar,68,80,1400000.0,9000.0,74.0,704500.0,1
 J. Galván,71,77,1900000.0,8000.0,74.0,954000.0,1
 P. Guiñazú,64,64,0.0,3000.0,64.0,1500.0,0
 H. Bazile,72,72,2200000.0,15000.0,72.0,1107500.0,3
 C. Nwakali,64,77,750000.0,1000.0,70.5,375500.0,3
 R. Bensebaini,71,79,2100000.0,20000.0,75.0,1060000.0,1
 Allan Bardinho,75,78,5500000.0,15000.0,76.5,2757500.0,1
 F. Campbell,71,71,1700000.0,50000.0,71.0,875000.0,3
 E. Valencia,70,70,875000.0,5000.0,70.0,440000.0,3
 G. Sunu,71,72,1900000.0,15000.0,71.5,957500.0,3
 David Ferreiro,70,70,1300000.0,8000.0,70.0,654000.0,3
 B. Chilwell,69,82,1600000.0,15000.0,75.5,807500.0,1
 A. Nouri,74,84,5000000.0,10000.0,79.0,2505000.0,1
 F. N'Ganga,70,70,850000.0,10000.0,70.0,430000.0,3
 S. Montoya,71,74,2100000.0,2000.0,72.5,1051000.0,3
 Oriol Romeu,75,79,4600000.0,40000.0,77.0,2320000.0,1
 V. Granat,73,73,2200000.0,30000.0,73.0,1115000.0,1
 B. McKay,70,79,2100000.0,30000.0,74.5,1065000.0,1
 V. Luchkevych,69,76,1400000.0,10000.0,72.5,705000.0,3
 J. Fontaine,69,70,950000.0,5000.0,69.5,477500.0,3
 N. Füllkrug,73,77,3900000.0,30000.0,75.0,1965000.0,1
 M. Karl,68,68,625000.0,5000.0,68.0,315000.0,3
 A. Bosetti,69,75,1400000.0,15000.0,72.0,707500.0,3
 Lee Ki Je,66,68,625000.0,3000.0,67.0,314000.0,3
 G. Bazán,65,65,525000.0,4000.0,65.0,264500.0,3
 Luís Neto,77,77,5500000.0,60000.0,77.0,2780000.0,1
 L. Caldirola,75,78,4300000.0,20000.0,76.5,2160000.0,1
 K. Henry,69,69,450000.0,20000.0,69.0,235000.0,3
 A. El-Said,68,68,0.0,0.0,68.0,0.0,3
 R. Griffiths,69,69,800000.0,5000.0,69.0,402500.0,3
 A. Yoda,69,69,1000000.0,7000.0,69.0,503500.0,3
 S. Skrzybski,70,75,1800000.0,15000.0,72.5,907500.0,3
 T. Monconduit,69,71,1000000.0,4000.0,70.0,502000.0,3
 Miguel Torres,75,75,2900000.0,20000.0,75.0,1460000.0,1
 N. Gorosito,72,73,2000000.0,8000.0,72.5,1004000.0,3
 M. Sylla,72,78,3000000.0,10000.0,75.0,1505000.0,1
 M. Rayhi,67,73,1000000.0,8000.0,70.0,504000.0,3
 S. Slavchev,70,77,1600000.0,6000.0,73.5,803000.0,1
 A. Ivan,69,81,0.0,0.0,75.0,0.0,1
 Adrián Maideira,68,68,675000.0,500.0,68.0,337750.0,3
 V. Elm,69,69,725000.0,4000.0,69.0,364500.0,3
 A. Karabulut,69,69,975000.0,10000.0,69.0,492500.0,3
 B. van Polen,69,69,700000.0,8000.0,69.0,354000.0,3
 S. Lletget,71,74,2100000.0,6000.0,72.5,1053000.0,3
 R. Ince,68,72,950000.0,6000.0,70.0,478000.0,3
 T. Kemp,66,67,600000.0,3000.0,66.5,301500.0,3
 R. Pucino,70,73,1400000.0,3000.0,71.5,701500.0,3
 M. Ureña,68,69,1000000.0,6000.0,68.5,503000.0,3
 M. Pinilla,75,75,3300000.0,30000.0,75.0,1665000.0,1
 Gelson Dala,72,83,3300000.0,7000.0,77.5,1653500.0,1
 F. Bérenguer,70,70,1300000.0,8000.0,70.0,654000.0,3
 G. Martínez,74,81,4800000.0,20000.0,77.5,2410000.0,1
 N. Dicko,70,75,1800000.0,20000.0,72.5,910000.0,3
 G. Grozav,70,71,1500000.0,20000.0,70.5,760000.0,3
 V. Kobin,71,71,1000000.0,1000.0,71.0,500500.0,3
 S. Xulu,68,70,900000.0,500.0,69.0,450250.0,3
 B. Diawara,71,71,1700000.0,7000.0,71.0,853500.0,3
 Martin Cordeia,71,71,1300000.0,10000.0,71.0,655000.0,3
 Lato,71,82,2000000.0,10000.0,76.5,1005000.0,1
 T. Adeyemi,67,72,950000.0,8000.0,69.5,479000.0,3
 M. McKay,68,68,525000.0,5000.0,68.0,265000.0,3
 E. Lugo,69,69,825000.0,8000.0,69.0,416500.0,3
 K. Babacar,76,81,7000000.0,60000.0,78.5,3530000.0,1
 A. Escoboza,67,72,950000.0,7000.0,69.5,478500.0,3
 R. Nagaki,67,67,575000.0,8000.0,67.0,291500.0,3
 J. Silva,68,69,1000000.0,4000.0,68.5,502000.0,3
 R. Pérez,64,64,425000.0,4000.0,64.0,214500.0,0
 B. Szeliga,65,69,700000.0,3000.0,67.0,351500.0,3
 S. Haller,77,82,9500000.0,15000.0,79.5,4757500.0,1
 M. Maouche,66,72,850000.0,3000.0,69.0,426500.0,3
 D. Lemos,70,70,1100000.0,8000.0,70.0,554000.0,3
 M. Agu,73,78,3300000.0,8000.0,75.5,1654000.0,1
 V. Lavigne,68,74,1200000.0,5000.0,71.0,602500.0,3
 S. Dallas,70,71,1500000.0,20000.0,70.5,760000.0,3
 T. Grøgaard,68,77,1200000.0,3000.0,72.5,601500.0,3
 B. Ndoye,70,80,1900000.0,10000.0,75.0,955000.0,1
 Joelinton,69,76,1300000.0,9000.0,72.5,654500.0,3
 C. Pinares,70,73,1700000.0,5000.0,71.5,852500.0,3
 Caio Milaçar,74,74,2700000.0,15000.0,74.0,1357500.0,1
 Vítor Silva,70,70,1000000.0,7000.0,70.0,503500.0,3
 G. Sanabria,70,75,1800000.0,8000.0,72.5,904000.0,3
 Eduardo Neto,67,67,600000.0,6000.0,67.0,303000.0,3
 S. Saunders,66,66,475000.0,6000.0,66.0,240500.0,3
 Allan Ardaújo,70,70,1300000.0,20000.0,70.0,660000.0,3
 Rômulo Calsede,72,72,2100000.0,10000.0,72.0,1055000.0,3
 D. Acosta,66,80,1100000.0,2000.0,73.0,551000.0,3
 Oriol Riera,74,74,3300000.0,30000.0,74.0,1665000.0,1
 J. Lundstram,68,77,1300000.0,4000.0,72.5,652000.0,3
 Adrián Burnabão,72,72,1700000.0,15000.0,72.0,857500.0,3
 Yazalde,70,70,1400000.0,9000.0,70.0,704500.0,3
 D. Fox,63,63,190000.0,4000.0,63.0,97000.0,0
 F. Aird,66,73,0.0,0.0,69.5,0.0,3
 J. Aguirre,69,69,975000.0,3000.0,69.0,489000.0,3
 M. Sivakov,68,69,775000.0,20000.0,68.5,397500.0,3
 B. Sharp,69,69,950000.0,10000.0,69.0,480000.0,3
 T. Aoki,65,65,450000.0,4000.0,65.0,227000.0,3
 M. Carrusca,67,67,550000.0,5000.0,67.0,277500.0,3
 J. Salas,67,74,1000000.0,10000.0,70.5,505000.0,3
 R. Nissen Kristensen,67,78,900000.0,8000.0,72.5,454000.0,3
 Oh Chang Hyeon,65,69,700000.0,3000.0,67.0,351500.0,3
 F. Migliore,67,67,550000.0,4000.0,67.0,277000.0,3
 C. Luna,71,71,875000.0,10000.0,71.0,442500.0,3
 B. Verstraete,68,74,1000000.0,8000.0,71.0,504000.0,3
 E. Lieftink,65,72,725000.0,3000.0,68.5,364000.0,3
 J. Toljan,74,80,3900000.0,30000.0,77.0,1965000.0,1
 T. Mykhalyk,72,72,1200000.0,30000.0,72.0,615000.0,3
 D. Verón,73,73,0.0,15000.0,73.0,7500.0,3
 M. Zimmermann,68,72,950000.0,10000.0,70.0,480000.0,3
 C. Delgado,67,67,375000.0,10000.0,67.0,192500.0,3
 N. Hasselbaink,68,70,1100000.0,7000.0,69.0,553500.0,3
 K. Wilczek,72,72,2100000.0,15000.0,72.0,1057500.0,3
 S. Hierländer,67,68,825000.0,10000.0,67.5,417500.0,3
 Zé Manuel,71,72,1900000.0,7000.0,71.5,953500.0,3
 E. Toloza,71,71,1300000.0,4000.0,71.0,652000.0,3
 S. Vilakazi,73,74,0.0,0.0,73.5,0.0,3
 A. Błąd,63,64,375000.0,2000.0,63.5,188500.0,0
 F. Lustenberger,76,76,4099999.9999999995,30000.0,76.0,2064999.9999999998,1
 G. Moncur,67,74,1000000.0,7000.0,70.5,503500.0,3
 K. Iheanacho,75,88,7500000.0,60000.0,81.5,3780000.0,1
 D. Torres,68,69,1000000.0,3000.0,68.5,501500.0,3
 Wagner,69,69,975000.0,5000.0,69.0,490000.0,3
 E. Kangwa,69,74,1300000.0,8000.0,71.5,654000.0,3
 Danilo,70,70,1400000.0,10000.0,70.0,705000.0,3
 C. Insaurralde,71,72,2000000.0,6000.0,71.5,1003000.0,3
 S. Kurt,65,72,725000.0,6000.0,68.5,365500.0,3
 Rafael Tolói,75,78,4300000.0,30000.0,76.5,2165000.0,1
 M. Haukås,62,62,250000.0,2000.0,62.0,126000.0,0
 N. Maturana,70,75,1800000.0,10000.0,72.5,905000.0,3
 A. Al Khaibari,71,71,1200000.0,20000.0,71.0,610000.0,3
 Allan,67,79,1200000.0,9000.0,73.0,604500.0,3
 Idris,73,73,1900000.0,9000.0,73.0,954500.0,1
 Isaac Carcelén,68,72,950000.0,6000.0,70.0,478000.0,3
 Alberto,69,75,1200000.0,5000.0,72.0,602500.0,3
 Nascimentardo,71,71,1600000.0,15000.0,71.0,807500.0,3
 A. Rentería,70,74,1800000.0,5000.0,72.0,902500.0,3
 A. Popa,68,68,875000.0,20000.0,68.0,447500.0,3
 N. Ghilas,72,73,2500000.0,10000.0,72.5,1255000.0,1
 G. Wylde,64,65,500000.0,4000.0,64.5,252000.0,0
 M. Pavelic,67,71,800000.0,10000.0,69.0,405000.0,3
 Fuentes,72,73,2000000.0,15000.0,72.5,1007500.0,3
 D. Grigore,72,72,0.0,0.0,72.0,0.0,3
 P. Keegan,64,64,350000.0,5000.0,64.0,177500.0,0
 P. Kanstrup,71,73,1600000.0,10000.0,72.0,805000.0,3
 Hwang Ui Jo,68,72,1200000.0,8000.0,70.0,604000.0,3
 S. Baldock,70,70,1400000.0,40000.0,70.0,720000.0,3
 Joan Román,69,75,1400000.0,6000.0,72.0,703000.0,3
 A. Hadziahmetovic,65,77,750000.0,4000.0,71.0,377000.0,3
 C. Doukouré,69,76,1200000.0,9000.0,72.5,604500.0,3
 T. Van Hyfte,68,68,775000.0,10000.0,68.0,392500.0,3
 F. Coria,67,67,700000.0,8000.0,67.0,354000.0,3
 S. Gündüz,66,71,825000.0,5000.0,68.5,415000.0,3
 J. Cousins,68,77,1300000.0,20000.0,72.5,660000.0,3
 C. Guzmán,69,78,1400000.0,15000.0,73.5,707500.0,1
 E. Villa,71,71,875000.0,10000.0,71.0,442500.0,3
 L. Saldaña,67,67,600000.0,2000.0,67.0,301000.0,3
 V. Jovanović,63,63,275000.0,1000.0,63.0,138000.0,0
 Jeffrén,66,66,600000.0,4000.0,66.0,302000.0,3
 L. Ngwat Mahop,65,65,500000.0,6000.0,65.0,253000.0,3
 W. Reid,80,81,13000000.0,110000.0,80.5,6555000.0,1
 Jorge Díaz,69,69,1000000.0,6000.0,69.0,503000.0,3
 F. Obeso,62,62,230000.0,500.0,62.0,115250.0,0
 B. Pitman,69,69,1000000.0,20000.0,69.0,510000.0,3
 S. Warnock,68,68,250000.0,20000.0,68.0,135000.0,3
 Rafa Navarro,71,80,2200000.0,15000.0,75.5,1107500.0,1
 L. Janson,73,81,4200000.0,10000.0,77.0,2105000.0,1
 Y. Benalouane,75,75,3100000.0,50000.0,75.0,1575000.0,1
 H. Palacios,71,77,1900000.0,10000.0,74.0,955000.0,1
 J. Quiroga,65,65,150000.0,4000.0,65.0,77000.0,3
 Alexio Sanctos,70,70,1200000.0,20000.0,70.0,610000.0,3
 A. Jóhannsson,73,76,3700000.0,30000.0,74.5,1865000.0,1
 Edenildo Lagoas,66,66,475000.0,5000.0,66.0,240000.0,3
 J. Perch,69,69,700000.0,20000.0,69.0,360000.0,3
 F. Urso,67,73,975000.0,3000.0,70.0,489000.0,3
 W. Busse,64,64,400000.0,4000.0,64.0,202000.0,0
 Crislan,72,76,2800000.0,5000.0,74.0,1402500.0,1
 F. Sammaritano,74,74,3000000.0,20000.0,74.0,1510000.0,1
 K. Dolly,73,77,3700000.0,20000.0,75.0,1860000.0,1
 N. Zárate,68,71,925000.0,7000.0,69.5,466000.0,3
 L. Bustamante,73,73,2700000.0,5000.0,73.0,1352500.0,1
 Nuno Coelho,72,72,1700000.0,7000.0,72.0,853500.0,3
 D. Bakker,67,72,825000.0,6000.0,69.5,415500.0,3
 D. Lovitz,65,65,475000.0,3000.0,65.0,239000.0,3
 J. Risdon,70,75,1500000.0,5000.0,72.5,752500.0,3
 F. Herbers,67,73,975000.0,5000.0,70.0,490000.0,3
 J. Brabec,73,77,3200000.0,15000.0,75.0,1607500.0,1
 V. Marcel,64,78,875000.0,5000.0,71.0,440000.0,3
 Patric,69,75,1200000.0,20000.0,72.0,610000.0,3
 F. Al Ansari,69,69,775000.0,20000.0,69.0,397500.0,3
 C. Benschop,71,71,1800000.0,20000.0,71.0,910000.0,3
 A. Rocha,67,73,975000.0,7000.0,70.0,491000.0,3
 Magno,68,68,875000.0,5000.0,68.0,440000.0,3
 K. Doyle,67,67,575000.0,6000.0,67.0,290500.0,3
 S. Allan,66,70,800000.0,4000.0,68.0,402000.0,3
 A. Hjulsager,66,76,1000000.0,6000.0,71.0,503000.0,3
 B. Heynen,68,80,1400000.0,6000.0,74.0,703000.0,1
 P. Lugüercio,68,68,425000.0,8000.0,68.0,216500.0,3
 B. Cáceres,64,65,400000.0,5000.0,64.5,202500.0,0
 A. Esiti,73,79,3400000.0,15000.0,76.0,1707500.0,1
 H. Al Hamdan,68,68,700000.0,15000.0,68.0,357500.0,3
 O. N'Guette,70,78,2000000.0,10000.0,74.0,1005000.0,1
 N. Yeri,67,68,850000.0,7000.0,67.5,428500.0,3
 Chema Rodríguez,74,79,3900000.0,10000.0,76.5,1955000.0,1
 S. Brandy,68,68,750000.0,7000.0,68.0,378500.0,3
 M. Annys,67,67,550000.0,8000.0,67.0,279000.0,3
 C. Gülselam,72,72,1700000.0,20000.0,72.0,860000.0,3
 A. Tutte,64,65,500000.0,2000.0,64.5,251000.0,0
 Flávio Rebeilo,69,69,900000.0,15000.0,69.0,457500.0,3
 C. Noone,70,70,1300000.0,30000.0,70.0,665000.0,3
 P. Polomat,70,77,1600000.0,20000.0,73.5,810000.0,1
 M. Hairston,66,69,775000.0,3000.0,67.5,389000.0,3
 V. Laurini,73,73,2300000.0,10000.0,73.0,1155000.0,1
 R. Kishna,75,82,6000000.0,30000.0,78.5,3015000.0,1
 P. Anderson,67,67,725000.0,5000.0,67.0,365000.0,3
 A. Márquez,71,77,1900000.0,5000.0,74.0,952500.0,1
 M. Livaja,75,81,6000000.0,20000.0,78.0,3010000.0,1
 O. John,72,75,2700000.0,15000.0,73.5,1357500.0,1
 R. Maeda,67,67,375000.0,8000.0,67.0,191500.0,3
 Kim Dong Suk,64,64,400000.0,3000.0,64.0,201500.0,0
 L. Sané,78,78,6500000.0,30000.0,78.0,3265000.0,1
 Moon Sang Yun,65,66,600000.0,3000.0,65.5,301500.0,3
 P. Riese,66,67,600000.0,3000.0,66.5,301500.0,3
 L. Marín,69,71,1000000.0,6000.0,70.0,503000.0,3
 G. Svensson,74,74,2500000.0,9000.0,74.0,1254500.0,1
 L. Coulibaly,65,79,1100000.0,6000.0,72.0,553000.0,3
 A. Gogia,69,72,1300000.0,9000.0,70.5,654500.0,3
 A. Doran,67,68,825000.0,5000.0,67.5,415000.0,3
 C. Wickham,74,78,4500000.0,50000.0,76.0,2275000.0,1
 F. Jensen,68,74,1200000.0,4000.0,71.0,602000.0,3
 Eltildo Bessa,71,71,1300000.0,15000.0,71.0,657500.0,3
 Y. Hadji,70,70,180000.0,10000.0,70.0,95000.0,3
 N. Næss,69,72,1100000.0,5000.0,70.5,552500.0,3
 N. Frey,73,73,1600000.0,15000.0,73.0,807500.0,3
 Jessé Ferdeira,68,68,775000.0,7000.0,68.0,391000.0,3
 C. Cortés,69,69,800000.0,5000.0,69.0,402500.0,3
 L. Quiñones,75,76,4700000.0,50000.0,75.5,2375000.0,1
 E. Cecchini,65,76,725000.0,3000.0,70.5,364000.0,3
 M. Troiano,65,65,425000.0,2000.0,65.0,213500.0,3
 R. Vlaar,77,77,4500000.0,15000.0,77.0,2257500.0,1
 Y. Herrera,65,75,700000.0,2000.0,70.0,351000.0,3
 Joshuando Sá,72,72,1200000.0,15000.0,72.0,607500.0,3
 M. Pedersen,68,69,1000000.0,4000.0,68.5,502000.0,3
 R. Žulj,72,75,2700000.0,7000.0,73.5,1353500.0,1
 J. Espinoza,67,68,725000.0,4000.0,67.5,364500.0,3
 L. Trossard,72,78,2900000.0,10000.0,75.0,1455000.0,1
 G. Dufour,65,65,475000.0,4000.0,65.0,239500.0,3
 W. Barrios,74,82,4300000.0,20000.0,78.0,2160000.0,1
 T. Altındağ,67,67,600000.0,15000.0,67.0,307500.0,3
 Pedro Júnior,71,71,1600000.0,10000.0,71.0,805000.0,3
 L. Chará,68,68,150000.0,2000.0,68.0,76000.0,3
 W. Hoedt,77,83,8000000.0,40000.0,80.0,4020000.0,1
 J. Wright,63,64,375000.0,3000.0,63.5,189000.0,0
 B. Kuwas,72,75,2700000.0,8000.0,73.5,1354000.0,1
 D. Linsmayer,69,74,1200000.0,4000.0,71.5,602000.0,3
 J. Ramírez,68,72,1100000.0,8000.0,70.0,554000.0,3
 U. Rivas,65,75,750000.0,5000.0,70.0,377500.0,3
 Arana,67,67,600000.0,5000.0,67.0,302500.0,3
 Naranjo,74,81,4700000.0,15000.0,77.5,2357500.0,1
 Galán,69,69,700000.0,7000.0,69.0,353500.0,3
 Francisco Ramos,67,78,1200000.0,9000.0,72.5,604500.0,3
 D. Rodríguez,65,75,850000.0,5000.0,70.0,427500.0,3
 C. Wede,65,65,550000.0,2000.0,65.0,276000.0,3
 T. Přikryl,70,73,0.0,0.0,71.5,0.0,3
 D. Pelkas,73,79,4000000.0,2000.0,76.0,2001000.0,1
 J. Gandolfi,73,73,500000.0,10000.0,73.0,255000.0,3
 D. Pisot,67,67,550000.0,6000.0,67.0,278000.0,3
 E. Romero,66,72,850000.0,3000.0,69.0,426500.0,3
 F. Jozefzoon,71,72,1900000.0,30000.0,71.5,965000.0,3
 A. Basit,63,65,400000.0,2000.0,64.0,201000.0,0
 M. Benatia,84,84,22000000.0,150000.0,84.0,11075000.0,2
 K. D'Haene,66,66,625000.0,5000.0,66.0,315000.0,3
 Jota,75,76,4800000.0,40000.0,75.5,2420000.0,1
 M. Pavone,72,72,1100000.0,10000.0,72.0,555000.0,3
 J. Gómez,67,71,800000.0,6000.0,69.0,403000.0,3
 Pedro Sánchez,70,70,1200000.0,8000.0,70.0,604000.0,3
 M. Bordachev,66,66,425000.0,9000.0,66.0,217000.0,3
 J. Forrest,73,74,3400000.0,40000.0,73.5,1720000.0,1
 P. Nyarko,67,67,650000.0,6000.0,67.0,328000.0,3
 C. Slater,66,75,950000.0,5000.0,70.5,477500.0,3
 A. Wiss,64,66,425000.0,5000.0,65.0,215000.0,3
 T. Yonemoto,65,66,600000.0,4000.0,65.5,302000.0,3
 Josimar Feijoo,66,66,575000.0,500.0,66.0,287750.0,3
 N. Lavanchy,62,68,375000.0,4000.0,65.0,189500.0,3
 C. Duvall,68,69,850000.0,5000.0,68.5,427500.0,3
 C. Techera,69,71,1200000.0,5000.0,70.0,602500.0,3
 B. Mee,75,75,3500000.0,30000.0,75.0,1765000.0,1
 Álex García,68,68,700000.0,6000.0,68.0,353000.0,3
 H. Skogseid,67,67,550000.0,4000.0,67.0,277000.0,3
 F. Özçal,68,69,975000.0,10000.0,68.5,492500.0,3
 J. Toral,69,76,1400000.0,20000.0,72.5,710000.0,3
 M. García,66,66,575000.0,6000.0,66.0,290500.0,3
 Casado,67,67,575000.0,7000.0,67.0,291000.0,3
 A. Aseri,71,79,2400000.0,20000.0,75.0,1210000.0,1
 W. Al Swed,65,65,400000.0,7000.0,65.0,203500.0,3
 E. Asante,70,70,1400000.0,10000.0,70.0,705000.0,3
 Y. Eteki,68,82,1500000.0,3000.0,75.0,751500.0,1
 Toni Dovale,67,67,750000.0,8000.0,67.0,379000.0,3
 M. Kelly,73,74,2700000.0,50000.0,73.5,1375000.0,1
 Marcelo,77,77,5000000.0,60000.0,77.0,2530000.0,1
 M. Thiam,72,76,2800000.0,9000.0,74.0,1404500.0,1
 E. Jelenič,67,71,925000.0,3000.0,69.0,464000.0,3
 N. Pallois,76,76,4099999.9999999995,40000.0,76.0,2069999.9999999998,1
 F. Bellugou,70,70,1000000.0,15000.0,70.0,507500.0,3
 I. Opara,74,75,3100000.0,9000.0,74.5,1554500.0,1
 Vicemte Tófoli,70,70,1100000.0,500.0,70.0,550250.0,3
 Fausto Tienza,72,74,2100000.0,15000.0,73.0,1057500.0,1
 G. Bigirimana,64,71,600000.0,4000.0,67.5,302000.0,3
 J. Eilers,69,69,1000000.0,15000.0,69.0,507500.0,3
 Erick Gameira,73,76,3800000.0,15000.0,74.5,1907500.0,1
 A. Kovačević,66,69,675000.0,2000.0,67.5,338500.0,3
 P. Mráz,63,63,300000.0,2000.0,63.0,151000.0,0
 Caio Nunson,75,75,3200000.0,20000.0,75.0,1610000.0,1
